flow_rate_L_min,concentration_mol_L,inlet_temperature_K,length_m,jacket_temperature_K,overall_yield,delta_T,avg_temp,residence_time,heat_exposure,is_high_temp,temp_residence_interaction
49.43,3.78,412.94,24.29,357.34,74.272,-55.60000000000002,385.14,0.4914019826016589,189.2585595792029,0,22.044292939510424
8.48,0.98,387.16,14.03,400.49,99.933,13.329999999999984,393.82500000000005,1.6544811320754715,651.5760318396226,0,59.850854952830105
50.57,1.69,403.4,16.48,492.67,0.146,89.27000000000004,448.03499999999997,0.32588491200316394,146.00784654933756,1,-5.877334387977052
17.79,0.9,463.68,18.0,529.04,0.0,65.35999999999996,496.36,1.0118043844856661,502.21922428330527,1,-67.14333895446882
9.88,3.74,352.16,12.45,452.34,0.0,100.17999999999995,402.25,1.2601214574898785,506.88385627530363,0,34.96837044534413
76.17,3.57,367.41,16.43,456.42,52.1,89.00999999999999,411.915,0.21570171983720623,88.8507739267428,0,3.9009656032558704
77.42,1.4,356.9,15.44,371.43,25.189,14.53000000000003,364.16499999999996,0.1994316714027383,72.62603461637818,0,13.129584086799282
65.63,2.81,356.11,22.73,439.48,62.682,83.37,397.795,0.3463355172939205,137.7705371019351,0,11.153735334450703
27.85,3.36,478.32,3.05,456.52,0.549,-21.80000000000001,467.41999999999996,0.10951526032315977,51.189622980251336,1,-4.098061041292634
12.33,2.44,455.55,8.46,398.49,77.853,-57.06,427.02,0.6861313868613139,292.99182481751825,0,2.0446715328467278
56.32,2.35,421.13,23.86,403.85,94.774,-17.279999999999973,412.49,0.4236505681818182,174.7516228693182,0,7.418121448863633
38.01,1.35,364.68,22.48,425.46,95.849,60.77999999999997,395.07,0.591423309655354,233.65360694554067,0,20.658416206261517
14.15,0.83,423.74,12.48,354.01,92.16,-69.73000000000002,388.875,0.8819787985865725,342.97950530035337,0,36.27137809187279
42.14,3.64,421.02,16.26,414.42,91.91,-6.599999999999966,417.72,0.38585666824869486,161.18004746084483,0,4.738319886093962
7.58,3.65,375.98,8.38,392.29,96.569,16.310000000000002,384.135,1.1055408970976255,424.67695250659636,0,50.7056332453826
73.2,2.72,415.08,6.33,415.5,45.376,0.4200000000000159,415.28999999999996,0.08647540983606557,35.912372950819666,0,1.2720532786885277
24.41,1.69,409.78,12.67,373.95,86.874,-35.829999999999984,391.865,0.5190495698484228,203.3973596886522,0,19.793955346169597
54.69,1.72,442.38,10.13,528.11,0.0,85.73000000000002,485.245,0.18522581824830867,89.87990217590054,1,-10.232800329127812
28.38,3.04,445.26,15.42,468.72,0.111,23.460000000000036,456.99,0.5433403805496829,248.30112050739962,1,-14.664756871035946
44.01,3.64,356.8,3.79,485.82,15.468,129.01999999999998,421.31,0.08611679163826404,36.281865485117024,0,0.7483549193365143
46.0,3.6,406.19,24.41,507.83,0.134,101.63999999999999,457.01,0.5306521739130435,242.51335000000003,1,-14.332915217391301
18.86,3.23,443.88,24.68,449.69,0.705,5.810000000000002,446.78499999999997,1.3085896076352068,584.6582078472958,1,-21.964676564156903
77.72,2.75,425.47,18.06,367.38,76.393,-58.09000000000003,396.425,0.23237261966031908,92.118315748842,0,7.80191070509521
63.13,0.79,478.47,14.33,457.42,0.0,-21.05000000000001,467.94500000000005,0.22699192143196578,106.21973467448124,1,-8.613208458735953
75.46,1.07,448.8,9.12,467.37,8.861,18.569999999999993,458.08500000000004,0.12085873310363106,55.363572753776836,1,-3.3943175192154826
72.11,3.64,374.44,20.72,499.09,85.606,124.64999999999998,436.765,0.2873387879628345,125.49952572458741,1,-1.9438469005685717
49.84,2.62,360.59,17.75,436.33,73.519,75.74000000000001,398.46,0.35613964686998395,141.90740369181378,0,11.232644462279302
74.14,0.53,446.36,5.74,375.52,66.567,-70.84000000000003,410.94,0.07742109522524954,31.815424871864046,0,1.4756460749932563
11.64,0.86,353.98,22.95,406.76,97.789,52.77999999999997,380.37,1.9716494845360824,749.9563144329896,0,97.85296391752576
19.7,2.82,437.87,20.92,422.62,72.704,-15.25,430.245,1.0619289340101523,456.889614213198,1,-0.26017258883249217
8.39,0.52,491.03,23.85,479.18,0.143,-11.849999999999966,485.105,2.8426698450536354,1378.993355184744,1,-156.64532181168062
29.4,1.06,436.32,18.69,464.16,0.0,27.840000000000032,450.24,0.6357142857142858,286.22400000000005,1,-12.86685714285715
34.15,2.42,408.23,16.11,421.22,96.202,12.990000000000009,414.725,0.47174231332357247,195.64333089311862,0,7.205863836017559
25.35,2.92,446.49,11.62,547.3,0.0,100.80999999999995,496.895,0.45838264299802756,227.7680433925049,1,-30.663506903353046
67.16,2.78,418.74,23.45,471.15,8.416,52.40999999999997,444.945,0.3491661703394878,155.3597416617034,1,-5.218288415723643
31.76,1.28,431.84,21.92,397.45,95.847,-34.389999999999986,414.645,0.6901763224181361,286.17816120906804,0,10.597657430730493
26.07,2.99,491.22,3.04,370.36,0.71,-120.86000000000001,430.79,0.11660912926735711,50.23404679708477,1,-0.0921212121212145
45.7,1.33,407.92,2.61,380.57,37.754,-27.350000000000023,394.245,0.057111597374179424,22.51596170678337,0,2.042025164113785
15.57,1.64,494.18,10.66,399.19,0.049,-94.99000000000001,446.685,0.6846499678869621,305.82287090558765,1,-11.423384714193963
65.16,3.11,485.8,20.64,382.14,0.29,-103.66000000000003,433.97,0.31675874769797424,137.4637937384899,1,-1.2575322283609665
10.59,2.77,379.37,24.71,387.31,99.971,7.939999999999998,383.34000000000003,2.3333333333333335,894.4600000000002,0,108.87333333333326
79.02,3.47,360.4,5.46,407.02,10.824,46.620000000000005,383.71,0.06909643128321945,26.51299164768413,0,3.19847380410023
62.92,2.8,365.12,15.67,384.67,36.119,19.55000000000001,374.895,0.2490464081373172,93.36625317863952,0,13.72370232040687
19.9,2.49,352.73,10.76,529.35,0.0,176.62,441.04,0.5407035175879398,238.47187939698497,1,-5.9693668341708666
5.41,0.83,364.17,24.31,366.05,99.676,1.8799999999999955,365.11,4.493530499075785,1640.6329205175598,0,291.58519408502764
66.16,1.79,452.45,21.37,454.9,0.0,2.4499999999999886,453.67499999999995,0.32300483675937125,146.53921931680773,1,-7.6471395102781
58.01,1.43,360.68,21.28,432.08,79.097,71.39999999999998,396.38,0.36683330460265473,145.40538527840027,0,12.332935700741254
59.68,1.35,397.85,12.78,546.48,0.015,148.63,472.165,0.21414209115281502,101.11040046916891,1,-9.029301273458449
62.85,3.91,476.73,11.54,372.41,7.473,-104.32,424.57000000000005,0.18361177406523466,77.95605091487668,0,0.997011933174215
10.55,1.88,353.49,8.29,429.57,96.817,76.07999999999998,391.53,0.7857819905213269,307.6572227488151,0,30.229033175355468
31.88,3.62,472.17,3.3,543.89,0.726,71.71999999999997,508.03,0.10351317440401506,52.587797992471764,1,-8.077132998745292
13.69,2.71,392.28,21.89,523.1,0.0,130.82000000000005,457.69,1.5989773557341125,731.8359459459459,1,-44.27568298027757
69.73,3.28,367.72,20.7,513.41,87.076,145.68999999999994,440.565,0.296859314498781,130.78582389215546,1,-3.1363186576796207
51.75,2.26,454.51,24.99,401.58,94.632,-52.93000000000001,428.04499999999996,0.48289855072463767,206.7023101449275,0,0.9440666666666864
29.82,2.52,444.34,24.92,384.18,97.427,-60.15999999999997,414.26,0.835680751173709,346.1891079812207,0,13.153615023474186
9.77,2.22,481.62,14.77,483.73,0.013,2.1100000000000136,482.675,1.511770726714432,729.6939355168885,1,-79.63252302968273
28.32,1.18,460.26,19.69,535.88,0.0,75.62,498.07,0.695268361581921,346.2923128531074,1,-47.326917372881354
29.39,3.03,470.52,23.73,461.35,0.0,-9.169999999999959,465.935,0.807417488941817,376.2040677101055,1,-29.014547465124195
59.72,1.48,392.31,21.54,464.32,85.882,72.00999999999999,428.315,0.3606831882116544,154.48601975887476,0,0.6077511721366385
52.82,0.59,376.62,7.69,406.0,42.761,29.379999999999995,391.31,0.1455887921241954,56.970350246118905,0,5.63283036728512
71.54,2.76,462.59,12.36,503.9,0.0,41.31,483.245,0.17277047805423537,83.49046966731898,1,-9.199164103997763
40.42,1.12,471.03,4.97,387.41,7.472,-83.61999999999995,429.22,0.12295893122216724,52.77643245917862,0,0.09590796635328709
13.97,3.79,498.58,23.94,414.74,1.121,-83.83999999999997,456.65999999999997,1.7136721546170366,782.5655261274159,1,-45.68649964209014
58.49,3.84,411.89,15.94,435.09,83.717,23.19999999999999,423.49,0.2725252179859805,115.41170456488288,0,1.7741391690887307
62.06,3.7,405.8,7.26,451.52,50.095,45.71999999999997,428.65999999999997,0.11698356429262004,50.1461746696745,0,0.15675797615211456
47.1,1.8,466.46,17.45,398.48,38.841,-67.97999999999996,432.47,0.37048832271762205,160.22508492569003,1,-0.9151061571125366
62.82,0.55,401.12,16.22,372.97,70.88,-28.149999999999977,387.045,0.2581980261063355,99.93425501432664,0,11.090896211397638
42.03,3.75,489.61,10.24,472.12,0.738,-17.49000000000001,480.865,0.24363549845348562,117.15578396383536,1,-12.392519628836547
44.2,2.0,478.76,4.61,407.73,0.596,-71.02999999999997,443.245,0.10429864253393666,46.22985180995475,1,-1.3814355203619915
37.07,3.88,414.35,17.45,466.25,0.282,51.89999999999998,440.3,0.4707310493660642,207.26288103587808,1,-4.848529808470467
6.91,3.87,462.63,13.97,380.87,98.15,-81.75999999999999,421.75,2.0217076700434156,852.6552098408105,0,16.679088277858177
13.09,3.49,463.18,19.76,446.23,0.0,-16.94999999999999,454.70500000000004,1.5095492742551568,686.3996027501912,1,-37.293414820473714
7.36,1.53,365.47,13.96,456.52,0.0,91.04999999999995,410.995,1.8967391304347827,779.5502989130435,0,36.04752717391304
52.73,1.85,485.38,21.6,360.36,3.408,-125.01999999999998,422.87,0.4096339844490803,173.22192300398257,0,2.9206903091219405
28.58,3.48,425.79,14.69,417.32,96.577,-8.470000000000027,421.555,0.5139958012596221,216.67749999999998,0,4.340694541637505
43.14,1.61,473.97,14.9,376.88,3.508,-97.09000000000003,425.425,0.34538711172925357,146.9363120074177,0,1.580146036161331
73.07,1.09,398.01,22.16,362.67,66.826,-35.339999999999975,380.34000000000003,0.30327083618448064,115.34602983440537,0,15.060429724921299
23.7,2.45,484.33,11.28,547.99,0.0,63.660000000000025,516.16,0.4759493670886076,245.66602531645566,1,-41.00779746835441
35.78,3.78,408.38,5.08,414.47,56.676,6.090000000000032,411.425,0.14197875908328675,58.41361095584125,0,2.6372554499720495
61.67,2.94,351.63,2.66,511.97,7.493,160.34000000000003,431.8,0.043132803632236094,18.624744608399546,1,-0.07763904653802546
22.16,2.5,485.81,19.37,400.93,0.168,-84.88,443.37,0.8740974729241877,387.54859657039714,1,-11.686683212996394
10.77,0.84,363.69,16.27,486.3,0.0,122.61000000000001,424.995,1.510677808727948,642.0305153203343,0,7.5609424326833725
26.73,2.65,397.9,18.19,502.05,0.0,104.15000000000003,449.975,0.6805087916199027,306.21194350916574,1,-13.593163112607574
17.09,3.97,492.51,6.9,469.13,0.817,-23.379999999999995,480.82,0.403744880046811,194.12861322410768,1,-20.518314803978935
74.73,0.99,492.59,5.14,444.32,0.179,-48.26999999999998,468.455,0.06878094473437708,32.22077746554262,1,-2.6449712297604697
65.61,2.31,436.02,2.33,432.37,46.809,-3.6499999999999773,434.195,0.035512879134278315,15.419514555707973,1,-0.1489765279682973
52.51,3.57,444.78,10.06,419.77,85.63,-25.00999999999999,432.275,0.1915825557036755,82.81634926680633,1,-0.4358503142258574
70.36,3.09,417.27,15.57,535.91,0.0,118.63999999999999,476.59,0.22129050596930075,105.46484223990903,1,-10.309924673109716
65.28,2.94,393.98,11.02,516.12,73.703,122.13999999999999,455.05,0.1688112745098039,76.81757046568627,1,-4.22872242647059
18.99,2.96,399.3,12.06,543.01,0.0,143.70999999999998,471.155,0.6350710900473935,299.2169194312797,1,-26.136350710900462
71.94,1.76,450.88,22.8,374.86,88.072,-76.01999999999998,412.87,0.316930775646372,130.85120934111762,0,5.429024186822351
45.45,1.53,462.86,10.01,496.17,0.0,33.31,479.515,0.22024202420242023,105.60935423542354,1,-10.905283828382835
65.56,3.33,468.74,13.82,537.67,0.297,68.92999999999995,503.205,0.2107992678462477,106.07524557657106,1,-15.431560402684559
72.21,3.34,468.44,20.02,386.25,31.04,-82.19,427.345,0.27724691870932006,118.48008447583439,0,0.7360905691732372
28.85,3.53,363.68,11.12,363.3,35.201,-0.37999999999999545,363.49,0.38544194107452334,140.10429116117848,0,25.635743500866543
13.25,3.7,424.16,16.31,498.22,0.0,74.06,461.19000000000005,1.230943396226415,567.6987849056603,1,-38.393124528301946
22.1,2.29,358.63,21.83,464.89,0.0,106.25999999999999,411.76,0.9877828054298641,406.7294479638008,0,18.01715837104073
37.03,2.26,432.43,23.84,518.37,0.0,85.94,475.4,0.6438023224412638,306.0636240885768,1,-29.22862543883336
66.35,3.29,416.23,5.38,377.95,39.72,-38.28000000000003,397.09000000000003,0.08108515448379805,32.19810399397137,0,2.668512434061791
69.55,2.77,483.16,23.31,509.05,0.0,25.889999999999986,496.105,0.33515456506110713,166.27185549964057,1,-22.155392523364494
5.52,2.96,402.64,13.32,390.33,99.71,-12.310000000000002,396.485,2.4130434782608696,956.735543478261,0,80.87315217391301
43.31,3.29,367.56,7.94,382.73,26.731,15.170000000000016,375.145,0.1833294851073655,68.77513969060263,0,10.056538905564537
36.31,3.62,371.45,12.56,382.85,51.81,11.400000000000034,377.15,0.3459102175709171,130.46003855687138,0,18.281354998622977
21.66,1.68,464.23,24.54,512.91,0.0,48.67999999999995,488.57,1.1329639889196677,553.532216066482,1,-66.35770083102493
13.99,1.81,442.73,13.33,483.04,0.0,40.31,462.885,0.9528234453180844,441.0476804860615,1,-31.333598999285197
30.32,0.83,365.17,9.56,454.61,83.147,89.44,409.89,0.3153034300791557,129.2397229551451,0,6.340751978891825
75.72,2.52,362.62,16.57,421.77,39.543,59.14999999999998,392.195,0.2188325409403064,85.82502839408347,0,8.272964210248285
29.24,0.63,455.15,7.52,525.44,0.0,70.29000000000008,490.295,0.25718194254445964,126.09502051983584,1,-15.506785225718199
43.91,2.13,360.91,3.74,428.49,14.583,67.57999999999998,394.70000000000005,0.08517421999544524,33.61826463220224,0,3.006649965839213
57.73,2.4,473.28,4.96,513.32,0.0,40.04000000000008,493.3,0.08591720076216872,42.38295513597783,1,-5.438558808245281
32.27,1.5,455.94,4.95,437.83,3.927,-18.110000000000014,446.885,0.15339324449953518,68.54914006817478,1,-2.5900449333746502
77.88,2.57,362.2,5.49,425.39,11.622,63.19,393.79499999999996,0.07049306625577813,27.759817026194145,0,2.55220146379045
77.18,0.61,362.73,5.19,442.54,15.16,79.81,402.635,0.06724540036278828,27.07535177507126,0,1.840170380927702
23.88,0.63,498.0,16.74,410.28,0.0,-87.72000000000003,454.14,0.7010050251256281,318.3544221105527,1,-16.922261306532654
42.29,3.38,406.14,6.18,499.52,75.005,93.38,452.83,0.1461338377867108,66.17378576495625,1,-3.3362355166706053
27.57,1.76,405.6,9.95,450.54,83.985,44.94,428.07000000000005,0.36089952847297785,154.49026115342764,0,0.6965360899528292
26.36,0.94,471.92,22.63,396.44,2.195,-75.48000000000002,434.18,0.8584977238239757,372.7425417298938,1,-3.5885204855842243
7.77,2.33,492.09,12.9,529.91,0.0,37.81999999999999,511.0,1.6602316602316605,848.3783783783784,1,-134.4787644787645
50.72,3.19,497.9,17.35,426.78,1.249,-71.12,462.34,0.3420741324921136,158.15455441640378,1,-11.062677444794945
42.7,1.26,463.01,5.96,458.71,0.645,-4.300000000000011,460.86,0.13957845433255267,64.32612646370022,1,-4.307391100702577
8.86,2.68,406.44,6.42,531.29,0.0,124.84999999999997,468.865,0.7246049661399548,339.7419074492099,1,-28.161772009029352
25.9,0.8,362.53,2.94,474.85,28.516,112.32000000000005,418.69,0.11351351351351352,47.52697297297298,0,1.2838378378378381
